cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4096,2,1830,494734,1552,1.7868,97,275.2508888888889,491.8182882666666,100.0,82.0,51.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4097,0,1830,494492,1552,1.787,97,275.04290000000003,491.5016623,100.0,82.0,50.8
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4097,1,1830,493492,1552,1.787,97,274.77,491.0139899999999,100.0,82.0,50.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4097,2,1830,492688,1552,1.7892,97,273.9067,490.07386763999995,100.0,82.0,50.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4098,0,1830,492300,1552,1.7891,97,273.9227,490.07510257,100.0,81.8,49.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4098,1,1830,491715,1552,1.7892,97,273.5604,489.45426768,100.0,82.0,49.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4098,2,1830,491477,1552,1.7891,97,273.61490000000003,489.52441759000004,100.0,82.0,49.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4099,0,1830,491276,1552,1.7894,97,273.5063333333334,489.4122328666668,100.0,82.0,49.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4099,1,1830,490582,1552,1.7894,97,272.77899999999994,488.1107425999999,100.0,81.6,48.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4099,2,1830,490477,1552,1.7893,97,272.8955555555556,488.29201755555556,100.0,82.0,48.0
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,0,0,1530,1259176,65536,3.9962,1,315.86814999999996,1262.2723010299999,100.0,18.65,51.9
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,0,1,1530,1260930,65536,3.9967,1,316.34729999999996,1264.3452539099999,100.0,18.5,52.0
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,0,2,1530,1259656,65536,3.9968,1,317.2999,1268.1842403199998,100.0,18.65,51.9
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4096,0,1530,405485,1296,1.7367,81,225.42855555555556,391.5017724333333,100.0,70.0,46.333333333333336
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4096,1,1530,404644,1296,1.7366,81,225.0757777777778,390.86659568888894,100.0,70.0,46.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4096,2,1530,404407,1296,1.7365,81,224.74744444444445,390.2739372777778,100.0,70.0,45.666666666666664
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4097,0,1530,418583,1296,1.7358,81,232.6723333333333,403.8726362,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4097,1,1530,396360,1296,1.7352,81,232.13722222222225,402.80450800000006,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4097,2,1530,396076,1296,1.7351,81,233.42677777777777,405.0188021222222,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4098,0,1530,395709,1296,1.735,81,233.25866666666667,404.7037866666667,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4098,1,1530,395788,1296,1.7351,81,233.24533333333335,404.7039778666667,100.0,70.0,44.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4098,2,1530,395438,1296,1.735,81,233.10033333333337,404.4290783333334,100.0,70.0,44.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4099,0,1530,423163,1296,1.7354,81,249.58766666666668,433.13443673333336,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4099,1,1530,423623,1296,1.7354,81,249.574,433.11071960000004,100.0,70.0,45.0
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,4099,2,1530,423273,1296,1.7355,81,249.6038888888889,433.18754916666666,100.0,70.0,45.0
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,0,0,1230,1205243,65536,4.8994,1,246.47225,1207.56614165,100.0,15.166666666666666,46.5
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,0,1,1230,1204435,65536,4.8984,1,244.95533333333333,1199.8892047999998,100.0,15.375,45.958333333333336
